time,temperature,humidity,pressure,altitude
2024-04-26T21:23:20.575159,21.346796875,51.301884112345405,1004.7318894860695,-65.21802983832623
2024-04-26T21:24:42.906707,21.3575390625,51.271890004045105,1004.7224656891435,-65.13878839764047
2024-04-26T21:25:42.916602,21.2716015625,51.13565151021369,1004.734881204247,-65.24318603327177
2024-04-26T21:26:42.931706,21.177265625,51.1863870841151,1004.7673629798986,-65.51630875147221
2024-04-26T21:27:42.947395,21.10421875,51.18342430137139,1004.789163523836,-65.69961441964254
2024-04-26T21:28:42.959286,21.0485546875,51.18892685933076,1004.8159437764883,-65.92478660030744
2024-04-26T21:29:42.974522,21.006953125,51.18994126297291,1004.837110173664,-66.10275324609012
2024-04-26T21:30:42.985131,20.9743359375,51.18582577958494,1004.8595585288582,-66.29149525266055
2024-04-26T21:31:42.995086,20.9501171875,51.189035607358846,1004.8772201975522,-66.43998920203799
2024-04-26T21:32:43.004931,20.93234375,51.1805295758245,1004.8919618915331,-66.5639312722912
2024-04-26T21:33:43.016778,20.918671875,51.18507006635989,1004.8947977629023,-66.58777393785766
2024-04-26T21:34:43.026925,20.90890625,51.1838388111891,1004.8973086488379,-66.60888423408444
2024-04-26T21:35:43.036714,20.9012890625,51.20167212714698,1004.9050822753712,-66.67424079872058
2024-04-26T21:36:43.046651,20.8950390625,51.20088403698671,1004.9134223280785,-66.74435912160992
2024-04-26T21:37:43.059281,20.891328125,51.21294604821771,1004.9123695127305,-66.73550768716473
2024-04-26T21:38:43.069210,20.8878125,51.218767945923055,1004.9116405475978,-66.72937898498849
2024-04-26T21:39:43.080433,20.8848828125,51.224663893949185,1004.9237859717178,-66.83148996608928
2024-04-26T21:40:21.967486,21.355,51.34683198962358,1004.8475812832976,-66.19079300504532
2024-04-26T21:41:45.763430,21.2688671875,51.19797006665594,1004.8579540328802,-66.27800503279596
2024-04-26T21:42:45.778268,21.1731640625,51.248543116336364,1004.8847478607837,-66.5032788672502
2024-04-26T21:43:45.788612,21.09953125,51.25803626221209,1004.8953565446213,-66.59247190391069
2024-04-26T21:44:45.798629,21.0438671875,51.251000623320515,1004.896614243198,-66.60304601664987
2024-04-26T21:45:45.808470,21.0012890625,51.25188911375191,1004.8974475165394,-66.61005176429538
2024-04-26T21:46:45.823302,20.9700390625,51.24167577636089,1004.9051528096377,-66.67483381186743
2024-04-26T21:47:45.837970,20.9466015625,51.232450719750624,1004.9139044211058,-66.74841226559117
2024-04-26T21:48:45.848275,20.927265625,51.23627674762392,1004.907348123984,-66.6932907854527
2024-04-26T21:49:45.858146,20.9133984375,51.23452692303414,1004.9115599173424,-66.7287010938817
